id1,id2,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,fire,month nominal
579,67,2,2,sep,fri,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0,9
580,68,2,2,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0,9
581,69,4,5,mar,fri,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0,3
582,70,4,5,mar,fri,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0,3
583,71,4,5,sep,fri,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0,9
584,72,5,4,mar,fri,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0,3
585,73,5,4,aug,tue,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0,8
586,74,5,4,sep,fri,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0,9
587,75,9,9,feb,thu,91.6,6.8,26.6,7.7,6.7,79,3.1,0.0,0,2
588,76,9,9,feb,fri,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0,2
589,77,1,3,mar,mon,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0,3
590,78,1,2,aug,fri,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0,8
591,79,1,2,aug,tue,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0,8
592,80,1,2,aug,sun,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0,8
593,81,1,2,aug,sun,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0,8
594,82,1,2,aug,tue,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0,8
595,83,1,2,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0,8
596,84,1,2,aug,thu,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0,8
597,85,1,2,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0,9
598,86,1,2,sep,thu,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0,9
599,87,1,2,sep,thu,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0,9
600,88,1,2,sep,sun,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0,9
601,89,6,5,mar,sat,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0,3
602,90,6,5,aug,sat,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0,8
603,91,8,6,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0,3
604,92,8,6,aug,sun,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0,8
605,93,8,6,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0,8
606,94,8,6,aug,mon,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0,8
607,95,4,4,sep,sun,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0,9
608,96,3,4,feb,sat,91.6,8.0,30.2,2.6,12.7,48,1.8,0.0,0,2
609,97,3,4,mar,sat,91.6,2.4,15.5,0.7,17.4,24,5.4,0.0,0,3
610,98,3,4,aug,sun,91.4,142.4,601.4,10.6,11.6,42,4.5,0.0,0,8
611,99,3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0,8
612,100,3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0,8
613,101,3,4,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0,8
614,102,2,4,aug,tue,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0,8
615,103,2,4,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0,9
616,104,2,4,jan,sat,91.6,3.7,9.3,2.9,5.3,78,3.1,0.0,0,1
617,105,4,5,mar,fri,91.6,19.5,57.3,2.8,12.7,52,6.3,0.0,0,3
618,106,4,5,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0,3
619,107,4,5,aug,sun,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0,8
620,108,4,5,sep,sat,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0,9
621,109,4,5,sep,mon,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0,9
622,110,4,4,mar,fri,91.6,19.5,57.3,2.8,13.7,43,5.8,0.0,0,3
623,111,3,4,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0,3
624,112,3,4,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0,9
625,113,3,4,sep,mon,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0,9
626,114,3,4,mar,tue,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0,3
627,115,3,5,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0,3
628,116,3,4,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0,3
629,117,3,4,mar,sat,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0,3
630,118,3,4,mar,mon,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0,3
631,119,3,4,aug,thu,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0,8
632,120,3,4,aug,mon,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0,8
633,121,3,4,aug,mon,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0,8
634,122,3,4,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0,9
635,123,3,4,sep,tue,91.6,73.4,671.9,3.2,17.9,45,3.1,0.0,0,9
636,124,3,4,sep,fri,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0,9
637,125,3,4,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0,10
638,126,3,5,mar,mon,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0,3
639,127,3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0,9
640,128,3,5,oct,wed,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0,10
641,129,2,5,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0,10
642,130,4,6,feb,sat,91.6,21.5,87.2,0.8,15.4,40,2.7,0.0,0,2
643,131,4,6,mar,mon,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0,3
644,132,4,6,mar,sun,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0,3
645,133,4,6,sep,thu,93.7,80.9,685.2,8.4,17.6,42,3.1,0.0,0,9
646,134,3,5,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0,3
647,135,3,5,aug,sat,93.5,139.4,594.2,8.4,17.6,52,5.8,0.0,0,8
648,136,3,6,sep,sun,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0,9
649,137,3,6,sep,mon,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0,9
650,138,9,9,jul,tue,91.6,48.3,313.4,3.9,18.0,42,2.7,0.0,1,7
651,139,1,4,sep,tue,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,1,9
652,140,2,5,sep,mon,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,1,9
653,141,1,2,aug,wed,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,1,8
654,142,8,6,aug,fri,90.1,108.0,529.8,12.5,21.2,51,4.0,0.0,1,8
655,143,1,2,jul,sat,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,1,7
656,144,2,5,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,1,8
657,145,6,5,aug,thu,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,1,8
658,146,5,4,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,1,3
659,147,8,3,sep,tue,91.6,73.4,671.9,3.2,24.2,28,3.6,0.0,1,9
660,148,2,2,aug,tue,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,1,8
661,149,8,6,sep,thu,93.7,80.9,685.2,8.4,23.7,25,4.5,0.0,1,9
662,150,6,5,jun,fri,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1,6
663,151,9,9,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1,7
664,152,3,4,jul,sat,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1,7
665,153,5,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1,9
666,154,1,5,sep,sat,93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1,9
667,155,7,4,aug,sun,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1,8
668,156,2,4,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1,9
669,157,2,2,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1,8
670,158,2,4,aug,wed,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1,8
671,159,7,4,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1,9
672,160,7,4,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1,3
673,161,6,4,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1,8
674,162,6,3,mar,sat,90.6,50.1,100.4,7.8,15.2,31,4.0,0.0,1,3
675,163,8,6,sep,sat,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1,9
676,164,8,5,sep,sun,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,1,9
677,165,6,5,mar,thu,91.6,18.2,55.0,3.0,5.3,70,4.5,0.0,1,3
678,166,6,5,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,1,8
679,167,6,5,aug,wed,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,1,8
680,168,6,5,mar,fri,91.2,48.3,97.8,12.5,14.6,26,4.0,0.0,1,3
681,169,8,6,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,1,8
682,170,5,4,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,1,9
683,171,8,6,aug,wed,91.6,90.4,609.6,6.6,17.4,50,4.0,0.0,1,8
684,172,7,4,aug,sun,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,1,8
685,173,4,4,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,1,9
686,174,1,4,aug,sat,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,1,8
687,175,1,4,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,1,8
688,176,6,5,apr,thu,91.6,9.1,55.2,2.7,5.8,54,5.8,0.0,1,4
689,177,2,5,aug,sun,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,1,8
690,178,2,5,sep,wed,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,1,9
691,179,8,6,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,1,8
692,180,1,3,sep,sun,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,1,9
693,181,8,6,oct,mon,91.6,32.8,664.2,3.0,19.1,32,4.0,0.0,1,10
694,182,5,4,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,1,2
695,183,7,4,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,1,10
696,184,8,6,aug,fri,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,1,8
697,185,2,5,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,1,9
698,186,8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,1,3
699,187,1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,1,9
700,188,6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,1,3
701,189,7,4,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,1,3
702,190,6,5,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,1,3
703,191,2,5,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,1,8
704,192,2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,1,8
705,193,4,5,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,1,9
706,194,2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,1,8
707,195,2,5,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,1,8
708,196,6,5,apr,thu,91.6,9.1,55.2,2.7,5.8,54,5.8,0.0,1,4
709,197,4,5,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,1,9
710,198,3,4,sep,tue,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,1,9
711,199,2,4,sep,mon,91.6,70.8,665.3,0.8,22.6,38,3.6,0.0,1,9
712,200,1,5,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,1,9
713,201,6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,1,3
714,202,7,4,feb,sun,91.6,8.7,32.1,2.1,8.8,68,2.2,0.0,1,2
715,203,8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,1,10
716,204,5,6,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,1,3
717,205,4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,1,9
718,206,2,2,aug,sat,93.5,139.4,594.2,8.4,22.9,31,7.2,0.0,1,8
719,207,7,5,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,1,9
720,208,6,5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,1,9
721,209,8,3,sep,thu,93.7,80.9,685.2,8.4,23.2,26,4.9,0.0,1,9
722,210,4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,1,10
723,211,7,4,aug,sat,93.5,139.4,594.2,8.4,5.1,42,5.8,0.0,1,8
724,212,7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1,9
725,213,7,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,1,3
726,214,4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,1,3
727,215,4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,1,3
728,216,4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,1,9
729,217,1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,1,9
730,218,4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,1,9
731,219,6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,1,3
732,220,8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,1,8
733,221,3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,1,9
734,222,4,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,1,3
735,223,2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,1,7
736,224,7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,1,9
737,225,4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,1,9
738,226,7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,1,10
739,227,8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,1,8
740,228,4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,1,9
741,229,8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,1,8
742,230,4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,1,9
743,231,1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,1,9
744,232,6,4,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,1,9
745,233,9,4,sep,tue,91.6,73.4,671.9,3.2,24.3,36,3.1,0.0,1,9
746,234,4,5,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,1,9
747,235,8,6,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,1,8
748,236,2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,1,9
749,237,1,2,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,1,9
750,238,6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1,9
751,239,7,5,apr,sun,91.6,3.0,7.9,3.5,13.4,75,1.8,0.0,0,4
752,240,6,3,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0,4
753,241,4,4,apr,fri,91.6,23.3,85.3,2.3,16.7,20,3.1,0.0,0,4
754,242,2,4,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,1,8
755,243,7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0,8
756,244,2,4,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,1,8
757,245,3,4,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,1,8
758,246,5,4,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,1,8
759,247,2,4,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,1,8
760,248,8,6,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0,8
761,249,3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,1,8
762,250,8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,1,8
763,251,8,5,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,1,8
764,252,6,5,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,1,8
765,253,7,4,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1,8
766,254,6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,1,8
767,255,2,5,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0,8
768,256,8,6,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,1,8
769,257,4,3,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,1,8
770,258,3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0,8
771,259,7,4,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1,8
772,260,2,4,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,1,8
773,261,3,4,aug,fri,91.6,112.4,573.0,8.9,11.2,42,7.6,0.0,1,8
774,262,2,4,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,1,8
775,263,6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1,8
776,264,4,4,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,1,8
777,265,4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,1,8
778,266,6,5,aug,tue,94.3,131.7,607.1,8.4,19.4,55,4.0,0.0,1,8
779,267,2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0,8
780,268,3,4,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0,8
781,269,4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,1,8
782,270,2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,1,8
783,271,8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,1,8
784,272,2,5,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,1,8
785,273,4,6,dec,sun,91.6,27.2,353.5,6.8,4.8,57,4.0,0.0,1,12
786,274,8,6,dec,wed,91.6,27.8,354.6,5.3,5.1,61,8.0,0.0,1,12
787,275,4,6,dec,thu,91.6,26.4,352.0,2.0,5.1,61,4.9,0.0,1,12
788,276,4,4,dec,mon,91.6,25.4,349.7,2.6,4.6,21,4.0,0.0,1,12
789,277,3,4,dec,mon,91.6,25.4,349.7,2.6,4.6,21,4.0,0.0,1,12
790,278,4,4,dec,mon,91.6,25.4,349.7,2.6,4.6,21,4.0,0.0,1,12
791,279,4,4,dec,mon,91.6,25.4,349.7,2.6,4.6,21,4.0,0.0,1,12
792,280,4,6,dec,fri,91.6,26.7,352.6,4.1,2.2,59,4.9,0.0,1,12
793,281,6,5,dec,tue,91.6,25.4,349.7,2.6,5.1,24,4.0,0.0,1,12
794,282,6,3,feb,sun,91.6,27.5,353.5,3.4,4.2,51,4.0,0.0,0,2
795,283,3,4,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1,2
796,284,5,4,feb,fri,91.6,4.9,15.8,6.3,7.5,46,8.0,0.0,1,2
797,285,2,5,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0,7
798,286,7,6,jul,wed,91.2,183.1,437.7,12.5,12.6,42,7.6,0.2,0,7
799,287,7,4,jul,sat,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0,7
800,288,7,4,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0,7
801,289,7,4,jul,sat,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0,7
802,290,2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0,7
803,291,9,4,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,1,7
804,292,4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,1,7
805,293,7,6,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,1,7
806,294,8,6,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,1,7
807,295,7,5,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0,6
808,296,6,4,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,1,6
809,297,8,6,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0,6
810,298,8,6,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0,6
811,299,6,5,jun,sat,91.6,71.0,233.8,0.4,10.6,42,2.7,0.0,0,6
812,300,6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0,6
813,301,6,5,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,1,6
814,302,3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0,6
815,303,3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0,6
816,304,6,5,may,sat,91.6,28.0,113.8,3.5,11.3,42,4.9,0.0,0,5
817,305,1,4,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0,9
818,306,7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,1,9
819,307,3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,1,9
820,308,2,4,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0,9
821,309,2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0,9
822,310,7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0,9
823,311,6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,1,9
824,312,2,4,sep,sun,91.6,46.2,706.6,0.4,12.2,78,6.3,0.0,0,9
825,313,6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0,9
826,314,4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1,9
827,315,3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0,9
828,316,4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0,9
829,317,4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,1,9
830,318,6,5,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0,9
831,319,5,4,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,1,9
832,320,6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,1,9
833,321,1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1,9
834,322,6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1,9
835,323,3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,1,9
836,324,6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,1,9
837,325,1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0,9
838,326,5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0,9
839,327,6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0,9
840,328,6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0,9
841,329,4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,1,9
842,330,3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,1,9
843,331,7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,1,9
844,332,4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,1,9
845,333,1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,1,9
846,334,2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0,9
847,335,4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,42,1.8,0.0,0,9
848,336,7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0,9
849,337,6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,1,9
850,338,8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,1,9
851,339,2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1,9
852,340,2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,1,9
853,341,8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0,9
854,342,6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0,9
855,343,8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,1,9
856,344,6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,1,9
857,345,2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,1,9
858,346,1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,1,9
859,347,5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0,9
860,348,3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0,9
861,349,5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1,9
862,350,5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,1,9
863,351,4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,1,9
864,352,7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,1,9
865,353,7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1,9
866,354,7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,1,9
867,355,4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1,9
868,356,4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1,9
